@ubuntu58 @Saltykid41 @PeterHotez @EricTopol No. If the vax can’t provide 100% guarantee that I won’t contract Covi… https://t.co/h6yPxx5AOd,Sat Dec 03 18:39:53 +0000 2022,en
"@RealJamesWoods @mtaibbi The silence from DC, the left, and social media platforms is stunning.  I want to see how… https://t.co/mV5eGNV1tg",Sat Dec 03 18:39:52 +0000 2022,en
"RT @kylenabecker: BOMBSHELL.🚨
https://t.co/ZFUG0RQjz1",Sat Dec 03 18:39:52 +0000 2022,en
"RT @CStrateges: Revue de presse :
L’être humain est certainement le seul animal sur terre qui maltraite ainsi ses #enfants pour une maladie…",Sat Dec 03 18:39:52 +0000 2022,fr
@TaraServatius The healthcare workers “we are overwhelmed by COVID but we have a dance routine” or entertainers wit… https://t.co/mrEXpjD2Xl,Sat Dec 03 18:39:52 +0000 2022,en
RT @POLITlCSUK: NEW: £4.5 BILLION of Taxpayers money LOST to fraud in 3 covid schemes when RISHI SUNAK was Chancellor.,Sat Dec 03 18:39:52 +0000 2022,en
@mincanada @C16Sleepy @BlueSlots I have been hospitalized multiple times for anxiety because it makes my blood pres… https://t.co/zkfvl7Xjn2,Sat Dec 03 18:39:52 +0000 2022,en
"RT @elblog: #Nacionales_EB

Hospital El Salvador supera las 12,000 altas médicas por COVID-19
https://t.co/sPEDVxLJkz",Sat Dec 03 18:39:51 +0000 2022,es
@tedcruz Fun fact:  we were losing 4000 people PER DAY during the height of the Covid pandemic.  1.1 million Americans have died from COVID.,Sat Dec 03 18:39:51 +0000 2022,en
"RT @1goodtern: Now, if you're arguing that it's covid restrictions or masks making kids vulnerable to Strep A (and RSV and Flu and every ot…",Sat Dec 03 18:39:51 +0000 2022,en
"RT @EMacskasy: @AlboMP Not for the 14,100 people who have died from Covid since January this year.
Remember them Albo?
Would be nice if you…",Sat Dec 03 18:39:51 +0000 2022,en
"RT @manuelrico: Hoy hace 1000 días que falleció el primer residente en Cataluña. En dos meses, con un Govern paralizado, murieron 2.797 con…",Sat Dec 03 18:39:51 +0000 2022,es
"RT @MPrepuce: Holy shit, I’ve just made a horrific discovery.

The tories erected trade barriers to our largest market, prorogued parliamen…",Sat Dec 03 18:39:51 +0000 2022,en
"@nathaliejacoby1 My wife and I, thanks to her being over cautious, plus having taken all vaccines available we have… https://t.co/NV2hPSdcTW",Sat Dec 03 18:39:51 +0000 2022,en
"RT @FrontlineFlash: They lied to you about covid.
They lied to you about lockdowns.
They lied to you about masks.
They lied to you about iv…",Sat Dec 03 18:39:51 +0000 2022,en
"RT @RashtraManch: मोदी सरकार हमेशा से देश के लोगो के साथ धोखा करते आयी हैं, खासकर युवाओं के साथ।

सेना भर्ती आया बच्चों ने कड़ी मेहनत की और…",Sat Dec 03 18:39:51 +0000 2022,hi
@WhiteHouse The number reflects people who have returned to the work force post covid. who have returned after reti… https://t.co/Qo5gl2M5ni,Sat Dec 03 18:39:50 +0000 2022,en
25 million jobs were lost during Covid_19. Only 11 million jobs have been brought back. We're still at a negative 1… https://t.co/2o9smAmHn6,Sat Dec 03 18:39:50 +0000 2022,en
"@RyanAFournier I'm not a thousand percent on board with that statement...

BUT...

Look at populist movement PRIOR… https://t.co/0EPzXMfX45",Sat Dec 03 18:39:50 +0000 2022,en
"RT @IlDemone6: Secondo un mio personale studio, durante il quale ho seguito la scienzah, i casi di combustione spontanea stanno aumentando…",Sat Dec 03 18:39:50 +0000 2022,it
@OP2LV @France3tv Pour le covid ?,Sat Dec 03 18:39:50 +0000 2022,fr
"RT @RichardBurgon: From austerity to the Covid response, disabled people have been disproportionately hit by the policies of this Tory gove…",Sat Dec 03 18:39:50 +0000 2022,en
"RT @catladyactivist: I am *NOT* in ANY way against #vaccines 💉

I AM against the information suppression &amp; manipulation that the Biden admi…",Sat Dec 03 18:39:50 +0000 2022,en
RT @VTVcanal8: #ENTÉRATE📢| Es importante saber que la COVID-19 es una enfermedad causada por un virus; este deteriora nuestro sistema respi…,Sat Dec 03 18:39:50 +0000 2022,es
"RT @DetroitGrace: ""...a number of musicians &amp; other entertainers who have been severely debilitated as a result of long COVID...can’t perfo…",Sat Dec 03 18:39:50 +0000 2022,en
"RT @JenniferMarguli: “I regret my vaccine every day. I've been so ill since having it. I've had no end of issues. To make it worse, it's do…",Sat Dec 03 18:39:50 +0000 2022,en
"RT @VTVcanal8: #JornadaDeVacunación💉| Si estás embarazada o lo has estado recientemente, tienes más probabilidades de enfermarte gravemente…",Sat Dec 03 18:39:50 +0000 2022,es
RT @Winston_Dunhill: Policiales: El régimen kirchnerista no quiere dar explicaciones acerca de como y en que condiciones se firmaron 10 con…,Sat Dec 03 18:39:49 +0000 2022,es
RT @dessere88fenice: Massive line of Chinese people standing in the freezing snow to take a fake test for a disease that doesn’t even exist…,Sat Dec 03 18:39:49 +0000 2022,en
"RT @JovemPanNews: #HeadlineNews | Após a primeira fase concluída, Anvisa autorisa a segunda fase de ensaios clínicos da Butanvac, vacina co…",Sat Dec 03 18:39:49 +0000 2022,pt
RT @nypost: Scientist who worked at Wuhan lab says COVID was man-made virus https://t.co/9Bt9Jb9AFV https://t.co/pgFU9c4LqA,Sat Dec 03 18:39:49 +0000 2022,en
RT @ZaleskiLuke: What’s amazing is no one is even embarrassed trump caught Covid and got kicked off social media. You know how messed up yo…,Sat Dec 03 18:39:49 +0000 2022,en
"😷 A COVID me pegou. Achei que ia escapar já que mal saio de casa, mas tô aqui, se erguer muito os braços Deus me puxa. Vírus maldito!🤒",Sat Dec 03 18:39:49 +0000 2022,pt
"@IvaMasson Hormis ceux qui sont déjà à la retraite, je vois mal qui peut y etre favorable. D’autant que le financem… https://t.co/EVveAL7kTo",Sat Dec 03 18:39:49 +0000 2022,fr
"RT @Yoh8544: Ils étaient à Roland Garros pendant le covid,
Jouaient au golf lors de la sécheresse,
Et skieront durant les coupures.
Et ils…",Sat Dec 03 18:39:49 +0000 2022,fr
dw_espanol: Las protestas contra las políticas anticoronavirus en #China demuestran que la imagen del político más… https://t.co/QDUiUKRMnx,Sat Dec 03 18:39:48 +0000 2022,es
"RT @DanielKebedeNEU: If you clapped nurses on your doorstep during Covid, clap them on the picket lines on 15th December.

Fair pay for nur…",Sat Dec 03 18:39:48 +0000 2022,en
"RT @AkuKarvinen: Drop in COVID alertness could create deadly new variant, WHO says | Reuters https://t.co/QYty1GLtNl",Sat Dec 03 18:39:48 +0000 2022,en
RT @christine_kelly: « Jugement historique Covid-19 : six questions sur la première réintégration d'une soignante non vaccinée » https://t.…,Sat Dec 03 18:39:48 +0000 2022,fr
"RT @thesaltynsassy: A pandemic isn't over if you have to ignore the needs and voices of the disabled, immunocompromised, elderly, and vulne…",Sat Dec 03 18:39:48 +0000 2022,en
remember when tom hanks got covid and we thought the worId would end cause of that,Sat Dec 03 18:39:48 +0000 2022,en
"RT @CaulfieldTim: Will America continue to turn away from vaccines? https://t.co/zYk5yRLWjA by @yeahyeahyasmin  via @voxdotcom 

Killing th…",Sat Dec 03 18:39:48 +0000 2022,en
RT @dr_musgrave: 6 children have died in the past 2 months of scarlet fever - the same number as healthy children who died from Covid in th…,Sat Dec 03 18:39:47 +0000 2022,en
"RT @DanielKebedeNEU: If you clapped nurses on your doorstep during Covid, clap them on the picket lines on 15th December.

Fair pay for nur…",Sat Dec 03 18:39:47 +0000 2022,en
"RT @SharylAttkisson: So was Omicron, they say. Read and watch my investigation with documents and citations here:
https://t.co/ekf2GPVpMy
A…",Sat Dec 03 18:39:47 +0000 2022,en
"RT @HeadSpaceSpace1: @charliekirk11 The election tampering is one thing.
Wait until we get to the suppression of speech around Covid.

If t…",Sat Dec 03 18:39:47 +0000 2022,en
RT @Beatrice_Rosen: Tous les médecins auront dit d'énormes bêtises pendant la crise covid. Mais seulement ceux qui ont tenu une ligne dissi…,Sat Dec 03 18:39:47 +0000 2022,fr
@CNN Yes because the FLU never left it was pretending to be Covid.,Sat Dec 03 18:39:47 +0000 2022,en
"RT @FrontlineFlash: They lied to you about covid.
They lied to you about lockdowns.
They lied to you about masks.
They lied to you about iv…",Sat Dec 03 18:39:47 +0000 2022,en
RT @MirrorPolitics: Boris Johnson complained that Covid wasn't really 'killing many people' any more - just weeks before the deadly second…,Sat Dec 03 18:39:47 +0000 2022,en
"RT @JhWesten: Pray for those who have lost a loved one, and are celebrating this Christmas season without them. Pray especially for those w…",Sat Dec 03 18:39:47 +0000 2022,en
RT @BusinessInsider: Apple is accelerating plans to move production out of China as protests and riots intensify in response to zero-Covid…,Sat Dec 03 18:39:46 +0000 2022,en
@Jim_MullinKGN Your cat just tested positive for covid ?,Sat Dec 03 18:39:46 +0000 2022,en
"RT @PeterSweden7: THIS IS HORRIBLE

China have been arresting pastors and banning the bank accounts of truckers who protest against the cov…",Sat Dec 03 18:39:46 +0000 2022,en
"RT @Demscorruptlia1: Misinformation

Never forget what the commies did to your kids....

#covid #VaccineDeaths #vaccine #unvaccinated https…",Sat Dec 03 18:39:46 +0000 2022,en
"RT @ChuckCallesto: BREAKING REPORT: Scientist Andrew Huff – who worked at Wuhan lab – says, COVID WAS MAN-MADE virus...",Sat Dec 03 18:39:46 +0000 2022,en
"RT @ClaudiaLopez: Pasamos por una temporada invernal difícil y llega una época de reuniones con seres queridos, la invitación es a cuidarno…",Sat Dec 03 18:39:46 +0000 2022,es
"RT @ChuckCallesto: BREAKING REPORT: Scientist Andrew Huff – who worked at Wuhan lab – says, COVID WAS MAN-MADE virus...",Sat Dec 03 18:39:45 +0000 2022,en
"@RenanAloi @GeraldoGontij10 @o_antagonista E H1N1 perto da Covid, foi mesmo uma gripezinha.",Sat Dec 03 18:39:45 +0000 2022,pt
"@MattHancock @mailplus ""Ahead of my book"", ahead of my constituents, ahead of care home residents, ahead of covid s… https://t.co/7hhlYVA2k6",Sat Dec 03 18:39:45 +0000 2022,en
RT @roxiqt: People don't get how much COVID is circulating- as many forgot at home rapid tests are not counted towards totals &amp; it's very d…,Sat Dec 03 18:39:45 +0000 2022,en
"I got the covid booster and the flu shot yesterday. I had a Terrible night of sleep and I feel awful :D

Glad for the protection tho",Sat Dec 03 18:39:45 +0000 2022,en
@ShamezLadhani No other virus circulating? Then how come last year in autumn/winter you were tweeting about rising… https://t.co/iqVegynkRr,Sat Dec 03 18:39:45 +0000 2022,en
RT @8HWUu4uXy35QLXM: 🇨🇳🇹🇼🇭🇰รัฐบาลจีนกำลังสร้างค่ายกักกันใหม่หลายร้อยแห่งที่สร้างขึ้นเพื่อกักกันผู้คนหลายพันคนที่ถูกบังคับให้เข้าไปในค่ายเห…,Sat Dec 03 18:39:44 +0000 2022,th
RT @raphousetv2: A Scientist who worked at the controversial Wuhan lab says COVID was man-made virus😷🦠🥼👨🏽‍🔬 https://t.co/x4MuasILFV,Sat Dec 03 18:39:44 +0000 2022,en
"RT @GilbertCollard: #CoupuresElectricité : comme pour le #covid, ils ne pensent à rien : la grande distribution informe qu'il « y aura un g…",Sat Dec 03 18:39:44 +0000 2022,fr
"@k3books The covid experiments were being carried out for the US military, they cannot do them in the US due to law… https://t.co/BdvaHgQrlk",Sat Dec 03 18:39:44 +0000 2022,en
"RT @UntalKaiser: Lalo Mora, tienen más de 70 años de edad, más 40 años de carrera, superó el covid, lo intentaron cancelar más de 2 veces y…",Sat Dec 03 18:39:44 +0000 2022,es
